Account,Account_Type,Region,Product_Category,Channel,Month,Version,Amount
COGS,EXP,East,Beverages,General Trade,2025-09,Actual,2045165
Marketing,EXP,East,Beverages,General Trade,2025-09,Actual,292166
Distribution,EXP,East,Beverages,General Trade,2025-09,Actual,219125
Salary,EXP,East,Beverages,General Trade,2025-09,Actual,413902
Freight,EXP,East,Beverages,General Trade,2025-09,Actual,121736
Other_Opex,EXP,East,Beverages,General Trade,2025-09,Actual,170430
Gross_Sales,INC,East,Beverages,General Trade,2025-10,Actual,5838258
COGS,EXP,East,Beverages,General Trade,2025-10,Actual,2452068
Marketing,EXP,East,Beverages,General Trade,2025-10,Actual,350295
Distribution,EXP,East,Beverages,General Trade,2025-10,Actual,262722
Salary,EXP,East,Beverages,General Trade,2025-10,Actual,496252
Freight,EXP,East,Beverages,General Trade,2025-10,Actual,145956
Other_Opex,EXP,East,Beverages,General Trade,2025-10,Actual,204339
Gross_Sales,INC,East,Beverages,General Trade,2025-11,Actual,6899760
COGS,EXP,East,Beverages,General Trade,2025-11,Actual,2897899
Marketing,EXP,East,Beverages,General Trade,2025-11,Actual,413986
Distribution,EXP,East,Beverages,General Trade,2025-11,Actual,310489
Salary,EXP,East,Beverages,General Trade,2025-11,Actual,586480
Freight,EXP,East,Beverages,General Trade,2025-11,Actual,172494
Other_Opex,EXP,East,Beverages,General Trade,2025-11,Actual,241492
Gross_Sales,INC,East,Beverages,General Trade,2025-12,Actual,5740821
COGS,EXP,East,Beverages,General Trade,2025-12,Actual,2411145
Marketing,EXP,East,Beverages,General Trade,2025-12,Actual,344449
Distribution,EXP,East,Beverages,General Trade,2025-12,Actual,258337
Salary,EXP,East,Beverages,General Trade,2025-12,Actual,487970
Freight,EXP,East,Beverages,General Trade,2025-12,Actual,143521
Other_Opex,EXP,East,Beverages,General Trade,2025-12,Actual,200929
Gross_Sales,INC,East,Beverages,General Trade,2026-01,Actual,4971960
COGS,EXP,East,Beverages,General Trade,2026-01,Actual,2088223
Marketing,EXP,East,Beverages,General Trade,2026-01,Actual,298318
Distribution,EXP,East,Beverages,General Trade,2026-01,Actual,223738
Salary,EXP,East,Beverages,General Trade,2026-01,Actual,422617
Freight,EXP,East,Beverages,General Trade,2026-01,Actual,124299
Other_Opex,EXP,East,Beverages,General Trade,2026-01,Actual,174019
Gross_Sales,INC,East,Beverages,General Trade,2026-02,Actual,5279505
COGS,EXP,East,Beverages,General Trade,2026-02,Actual,2217392
Marketing,EXP,East,Beverages,General Trade,2026-02,Actual,316770
Distribution,EXP,East,Beverages,General Trade,2026-02,Actual,237578
Salary,EXP,East,Beverages,General Trade,2026-02,Actual,448758
Freight,EXP,East,Beverages,General Trade,2026-02,Actual,131988
Other_Opex,EXP,East,Beverages,General Trade,2026-02,Actual,184783
Gross_Sales,INC,East,Beverages,General Trade,2026-03,Actual,5535786
COGS,EXP,East,Beverages,General Trade,2026-03,Actual,2325030
Marketing,EXP,East,Beverages,General Trade,2026-03,Actual,332147
Distribution,EXP,East,Beverages,General Trade,2026-03,Actual,249110
Salary,EXP,East,Beverages,General Trade,2026-03,Actual,470542
Freight,EXP,East,Beverages,General Trade,2026-03,Actual,138395
Other_Opex,EXP,East,Beverages,General Trade,2026-03,Actual,193753
Gross_Sales,INC,East,Beverages,Modern Trade,2025-04,Actual,5843331
COGS,EXP,East,Beverages,Modern Trade,2025-04,Actual,2454199
Marketing,EXP,East,Beverages,Modern Trade,2025-04,Actual,350600
Distribution,EXP,East,Beverages,Modern Trade,2025-04,Actual,262950
Salary,EXP,East,Beverages,Modern Trade,2025-04,Actual,496683
Freight,EXP,East,Beverages,Modern Trade,2025-04,Actual,146083
Other_Opex,EXP,East,Beverages,Modern Trade,2025-04,Actual,204517
Gross_Sales,INC,East,Beverages,Modern Trade,2025-05,Actual,6135501
COGS,EXP,East,Beverages,Modern Trade,2025-05,Actual,2576910
Marketing,EXP,East,Beverages,Modern Trade,2025-05,Actual,368130
Distribution,EXP,East,Beverages,Modern Trade,2025-05,Actual,276098
Salary,EXP,East,Beverages,Modern Trade,2025-05,Actual,521518
Freight,EXP,East,Beverages,Modern Trade,2025-05,Actual,153388
Other_Opex,EXP,East,Beverages,Modern Trade,2025-05,Actual,214743
Gross_Sales,INC,East,Beverages,Modern Trade,2025-06,Actual,4908399
COGS,EXP,East,Beverages,Modern Trade,2025-06,Actual,2061528
Marketing,EXP,East,Beverages,Modern Trade,2025-06,Actual,294504
Distribution,EXP,East,Beverages,Modern Trade,2025-06,Actual,220878
Salary,EXP,East,Beverages,Modern Trade,2025-06,Actual,417214
Freight,EXP,East,Beverages,Modern Trade,2025-06,Actual,122710
Other_Opex,EXP,East,Beverages,Modern Trade,2025-06,Actual,171794
Gross_Sales,INC,East,Beverages,Modern Trade,2025-07,Actual,4733100
COGS,EXP,East,Beverages,Modern Trade,2025-07,Actual,1987902
Marketing,EXP,East,Beverages,Modern Trade,2025-07,Actual,283986
Distribution,EXP,East,Beverages,Modern Trade,2025-07,Actual,212990
Salary,EXP,East,Beverages,Modern Trade,2025-07,Actual,402314
Freight,EXP,East,Beverages,Modern Trade,2025-07,Actual,118328
Other_Opex,EXP,East,Beverages,Modern Trade,2025-07,Actual,165659
Gross_Sales,INC,East,Beverages,Modern Trade,2025-08,Actual,5083695
COGS,EXP,East,Beverages,Modern Trade,2025-08,Actual,2135152
Marketing,EXP,East,Beverages,Modern Trade,2025-08,Actual,305022
Distribution,EXP,East,Beverages,Modern Trade,2025-08,Actual,228766
Salary,EXP,East,Beverages,Modern Trade,2025-08,Actual,432114
Freight,EXP,East,Beverages,Modern Trade,2025-08,Actual,127092
Other_Opex,EXP,East,Beverages,Modern Trade,2025-08,Actual,177929
Gross_Sales,INC,East,Beverages,Modern Trade,2025-09,Actual,5551167
COGS,EXP,East,Beverages,Modern Trade,2025-09,Actual,2331490
Marketing,EXP,East,Beverages,Modern Trade,2025-09,Actual,333070
Distribution,EXP,East,Beverages,Modern Trade,2025-09,Actual,249803
Salary,EXP,East,Beverages,Modern Trade,2025-09,Actual,471849
Freight,EXP,East,Beverages,Modern Trade,2025-09,Actual,138779
Other_Opex,EXP,East,Beverages,Modern Trade,2025-09,Actual,194291
Gross_Sales,INC,East,Beverages,Modern Trade,2025-10,Actual,6655617
COGS,EXP,East,Beverages,Modern Trade,2025-10,Actual,2795359
Marketing,EXP,East,Beverages,Modern Trade,2025-10,Actual,399337
Distribution,EXP,East,Beverages,Modern Trade,2025-10,Actual,299503
Salary,EXP,East,Beverages,Modern Trade,2025-10,Actual,565727
Freight,EXP,East,Beverages,Modern Trade,2025-10,Actual,166390
Other_Opex,EXP,East,Beverages,Modern Trade,2025-10,Actual,232947
Gross_Sales,INC,East,Beverages,Modern Trade,2025-11,Actual,7865736
COGS,EXP,East,Beverages,Modern Trade,2025-11,Actual,3303609
Marketing,EXP,East,Beverages,Modern Trade,2025-11,Actual,471944
Distribution,EXP,East,Beverages,Modern Trade,2025-11,Actual,353958
Salary,EXP,East,Beverages,Modern Trade,2025-11,Actual,668588
Freight,EXP,East,Beverages,Modern Trade,2025-11,Actual,196643
Other_Opex,EXP,East,Beverages,Modern Trade,2025-11,Actual,275301
Gross_Sales,INC,East,Beverages,Modern Trade,2025-12,Actual,6544533
COGS,EXP,East,Beverages,Modern Trade,2025-12,Actual,2748704
Marketing,EXP,East,Beverages,Modern Trade,2025-12,Actual,392672
Distribution,EXP,East,Beverages,Modern Trade,2025-12,Actual,294504
Salary,EXP,East,Beverages,Modern Trade,2025-12,Actual,556285
Freight,EXP,East,Beverages,Modern Trade,2025-12,Actual,163613
Other_Opex,EXP,East,Beverages,Modern Trade,2025-12,Actual,229059
Gross_Sales,INC,East,Beverages,Modern Trade,2026-01,Actual,5668029
COGS,EXP,East,Beverages,Modern Trade,2026-01,Actual,2380572
Marketing,EXP,East,Beverages,Modern Trade,2026-01,Actual,340082
Distribution,EXP,East,Beverages,Modern Trade,2026-01,Actual,255061
Salary,EXP,East,Beverages,Modern Trade,2026-01,Actual,481782
Freight,EXP,East,Beverages,Modern Trade,2026-01,Actual,141701
Other_Opex,EXP,East,Beverages,Modern Trade,2026-01,Actual,198381
Gross_Sales,INC,East,Beverages,Modern Trade,2026-02,Actual,6018630
COGS,EXP,East,Beverages,Modern Trade,2026-02,Actual,2527825
Marketing,EXP,East,Beverages,Modern Trade,2026-02,Actual,361118
Distribution,EXP,East,Beverages,Modern Trade,2026-02,Actual,270838
Salary,EXP,East,Beverages,Modern Trade,2026-02,Actual,511584
Freight,EXP,East,Beverages,Modern Trade,2026-02,Actual,150466
Other_Opex,EXP,East,Beverages,Modern Trade,2026-02,Actual,210652
Gross_Sales,INC,East,Beverages,Modern Trade,2026-03,Actual,6310800
COGS,EXP,East,Beverages,Modern Trade,2026-03,Actual,2650536
Marketing,EXP,East,Beverages,Modern Trade,2026-03,Actual,378648
Distribution,EXP,East,Beverages,Modern Trade,2026-03,Actual,283986
Salary,EXP,East,Beverages,Modern Trade,2026-03,Actual,536418
Freight,EXP,East,Beverages,Modern Trade,2026-03,Actual,157770
Other_Opex,EXP,East,Beverages,Modern Trade,2026-03,Actual,220878
Gross_Sales,INC,East,Beverages,Quick Commerce,2025-04,Actual,4979748
COGS,EXP,East,Beverages,Quick Commerce,2025-04,Actual,2091494
Marketing,EXP,East,Beverages,Quick Commerce,2025-04,Actual,298785
Distribution,EXP,East,Beverages,Quick Commerce,2025-04,Actual,224089
Salary,EXP,East,Beverages,Quick Commerce,2025-04,Actual,423279
Freight,EXP,East,Beverages,Quick Commerce,2025-04,Actual,124494
Other_Opex,EXP,East,Beverages,Quick Commerce,2025-04,Actual,174291
Gross_Sales,INC,East,Beverages,Quick Commerce,2025-05,Actual,5298051
COGS,EXP,East,Beverages,Quick Commerce,2025-05,Actual,2225181
Marketing,EXP,East,Beverages,Quick Commerce,2025-05,Actual,317883
Distribution,EXP,East,Beverages,Quick Commerce,2025-05,Actual,238412
Salary,EXP,East,Beverages,Quick Commerce,2025-05,Actual,450334
Freight,EXP,East,Beverages,Quick Commerce,2025-05,Actual,132451
Other_Opex,EXP,East,Beverages,Quick Commerce,2025-05,Actual,185432
Gross_Sales,INC,East,Beverages,Quick Commerce,2025-06,Actual,4293900
COGS,EXP,East,Beverages,Quick Commerce,2025-06,Actual,1803438
Marketing,EXP,East,Beverages,Quick Commerce,2025-06,Actual,257634
Distribution,EXP,East,Beverages,Quick Commerce,2025-06,Actual,193226
Salary,EXP,East,Beverages,Quick Commerce,2025-06,Actual,364982
Freight,EXP,East,Beverages,Quick Commerce,2025-06,Actual,107348
Other_Opex,EXP,East,Beverages,Quick Commerce,2025-06,Actual,150286
Gross_Sales,INC,East,Beverages,Quick Commerce,2025-07,Actual,4194024
COGS,EXP,East,Beverages,Quick Commerce,2025-07,Actual,1761490
Marketing,EXP,East,Beverages,Quick Commerce,2025-07,Actual,251641
Distribution,EXP,East,Beverages,Quick Commerce,2025-07,Actual,188731
Salary,EXP,East,Beverages,Quick Commerce,2025-07,Actual,356492
Freight,EXP,East,Beverages,Quick Commerce,2025-07,Actual,104851
Other_Opex,EXP,East,Beverages,Quick Commerce,2025-07,Actual,146791
Gross_Sales,INC,East,Beverages,Quick Commerce,2025-08,Actual,4562127
COGS,EXP,East,Beverages,Quick Commerce,2025-08,Actual,1916093
Marketing,EXP,East,Beverages,Quick Commerce,2025-08,Actual,273728
Distribution,EXP,East,Beverages,Quick Commerce,2025-08,Actual,205296
Salary,EXP,East,Beverages,Quick Commerce,2025-08,Actual,387781
Freight,EXP,East,Beverages,Quick Commerce,2025-08,Actual,114053
Other_Opex,EXP,East,Beverages,Quick Commerce,2025-08,Actual,159674
Gross_Sales,INC,East,Beverages,Quick Commerce,2025-09,Actual,5044350
COGS,EXP,East,Beverages,Quick Commerce,2025-09,Actual,2118627
Marketing,EXP,East,Beverages,Quick Commerce,2025-09,Actual,302661
Distribution,EXP,East,Beverages,Quick Commerce,2025-09,Actual,226996
Salary,EXP,East,Beverages,Quick Commerce,2025-09,Actual,428770
Freight,EXP,East,Beverages,Quick Commerce,2025-09,Actual,126109
Other_Opex,EXP,East,Beverages,Quick Commerce,2025-09,Actual,176552
Gross_Sales,INC,East,Beverages,Quick Commerce,2025-10,Actual,6123168
COGS,EXP,East,Beverages,Quick Commerce,2025-10,Actual,2571731
Marketing,EXP,East,Beverages,Quick Commerce,2025-10,Actual,367390
Distribution,EXP,East,Beverages,Quick Commerce,2025-10,Actual,275543
Salary,EXP,East,Beverages,Quick Commerce,2025-10,Actual,520469
Freight,EXP,East,Beverages,Quick Commerce,2025-10,Actual,153079
Other_Opex,EXP,East,Beverages,Quick Commerce,2025-10,Actual,214311
Gross_Sales,INC,East,Beverages,Quick Commerce,2025-11,Actual,7325337
COGS,EXP,East,Beverages,Quick Commerce,2025-11,Actual,3076642
Marketing,EXP,East,Beverages,Quick Commerce,2025-11,Actual,439520
Distribution,EXP,East,Beverages,Quick Commerce,2025-11,Actual,329640
Salary,EXP,East,Beverages,Quick Commerce,2025-11,Actual,622654
Freight,EXP,East,Beverages,Quick Commerce,2025-11,Actual,183133
Other_Opex,EXP,East,Beverages,Quick Commerce,2025-11,Actual,256387
Gross_Sales,INC,East,Beverages,Quick Commerce,2025-12,Actual,5281551
COGS,EXP,East,Beverages,Quick Commerce,2025-12,Actual,2218251
Marketing,EXP,East,Beverages,Quick Commerce,2025-12,Actual,316893
Distribution,EXP,East,Beverages,Quick Commerce,2025-12,Actual,237670
Salary,EXP,East,Beverages,Quick Commerce,2025-12,Actual,448932
Freight,EXP,East,Beverages,Quick Commerce,2025-12,Actual,132039
Other_Opex,EXP,East,Beverages,Quick Commerce,2025-12,Actual,184854
Gross_Sales,INC,East,Beverages,Quick Commerce,2026-01,Actual,4638237
COGS,EXP,East,Beverages,Quick Commerce,2026-01,Actual,1948060
Marketing,EXP,East,Beverages,Quick Commerce,2026-01,Actual,278294
Distribution,EXP,East,Beverages,Quick Commerce,2026-01,Actual,208721
Salary,EXP,East,Beverages,Quick Commerce,2026-01,Actual,394250
Freight,EXP,East,Beverages,Quick Commerce,2026-01,Actual,115956
Other_Opex,EXP,East,Beverages,Quick Commerce,2026-01,Actual,162338
Gross_Sales,INC,East,Beverages,Quick Commerce,2026-02,Actual,4993149
COGS,EXP,East,Beverages,Quick Commerce,2026-02,Actual,2097123
Marketing,EXP,East,Beverages,Quick Commerce,2026-02,Actual,299589
Distribution,EXP,East,Beverages,Quick Commerce,2026-02,Actual,224692
Salary,EXP,East,Beverages,Quick Commerce,2026-02,Actual,424418
Freight,EXP,East,Beverages,Quick Commerce,2026-02,Actual,124829
Other_Opex,EXP,East,Beverages,Quick Commerce,2026-02,Actual,174760
Gross_Sales,INC,East,Beverages,Quick Commerce,2026-03,Actual,5306826
COGS,EXP,East,Beverages,Quick Commerce,2026-03,Actual,2228867
Marketing,EXP,East,Beverages,Quick Commerce,2026-03,Actual,318410
Distribution,EXP,East,Beverages,Quick Commerce,2026-03,Actual,238807
Salary,EXP,East,Beverages,Quick Commerce,2026-03,Actual,451080
Freight,EXP,East,Beverages,Quick Commerce,2026-03,Actual,132671
Other_Opex,EXP,East,Beverages,Quick Commerce,2026-03,Actual,185739
Gross_Sales,INC,East,Personal Care,E-Commerce,2025-04,Actual,2946303
COGS,EXP,East,Personal Care,E-Commerce,2025-04,Actual,1237447
Marketing,EXP,East,Personal Care,E-Commerce,2025-04,Actual,176778
Distribution,EXP,East,Personal Care,E-Commerce,2025-04,Actual,132584
Salary,EXP,East,Personal Care,E-Commerce,2025-04,Actual,250436
Freight,EXP,East,Personal Care,E-Commerce,2025-04,Actual,73658
Other_Opex,EXP,East,Personal Care,E-Commerce,2025-04,Actual,103121
Gross_Sales,INC,East,Personal Care,E-Commerce,2025-05,Actual,3134631
COGS,EXP,East,Personal Care,E-Commerce,2025-05,Actual,1316545
Marketing,EXP,East,Personal Care,E-Commerce,2025-05,Actual,188078
Distribution,EXP,East,Personal Care,E-Commerce,2025-05,Actual,141058
Salary,EXP,East,Personal Care,E-Commerce,2025-05,Actual,266444
Freight,EXP,East,Personal Care,E-Commerce,2025-05,Actual,78366
Other_Opex,EXP,East,Personal Care,E-Commerce,2025-05,Actual,109712
Gross_Sales,INC,East,Personal Care,E-Commerce,2025-06,Actual,2743761
COGS,EXP,East,Personal Care,E-Commerce,2025-06,Actual,1152380
Marketing,EXP,East,Personal Care,E-Commerce,2025-06,Actual,164626
Distribution,EXP,East,Personal Care,E-Commerce,2025-06,Actual,123469
Salary,EXP,East,Personal Care,E-Commerce,2025-06,Actual,233220
Freight,EXP,East,Personal Care,E-Commerce,2025-06,Actual,68594
Other_Opex,EXP,East,Personal Care,E-Commerce,2025-06,Actual,96032
Gross_Sales,INC,East,Personal Care,E-Commerce,2025-07,Actual,2481420
COGS,EXP,East,Personal Care,E-Commerce,2025-07,Actual,1042196
Marketing,EXP,East,Personal Care,E-Commerce,2025-07,Actual,148885
Distribution,EXP,East,Personal Care,E-Commerce,2025-07,Actual,111664
Salary,EXP,East,Personal Care,E-Commerce,2025-07,Actual,210921
Freight,EXP,East,Personal Care,E-Commerce,2025-07,Actual,62036
Other_Opex,EXP,East,Personal Care,E-Commerce,2025-07,Actual,86850
Gross_Sales,INC,East,Personal Care,E-Commerce,2025-08,Actual,2699217
COGS,EXP,East,Personal Care,E-Commerce,2025-08,Actual,1133671
Marketing,EXP,East,Personal Care,E-Commerce,2025-08,Actual,161953
Distribution,EXP,East,Personal Care,E-Commerce,2025-08,Actual,121465
Salary,EXP,East,Personal Care,E-Commerce,2025-08,Actual,229433
Freight,EXP,East,Personal Care,E-Commerce,2025-08,Actual,67480
Other_Opex,EXP,East,Personal Care,E-Commerce,2025-08,Actual,94473
Gross_Sales,INC,East,Personal Care,E-Commerce,2025-09,Actual,2984529
COGS,EXP,East,Personal Care,E-Commerce,2025-09,Actual,1253502
Marketing,EXP,East,Personal Care,E-Commerce,2025-09,Actual,179072
Distribution,EXP,East,Personal Care,E-Commerce,2025-09,Actual,134304
Salary,EXP,East,Personal Care,E-Commerce,2025-09,Actual,253685
Freight,EXP,East,Personal Care,E-Commerce,2025-09,Actual,74613
Other_Opex,EXP,East,Personal Care,E-Commerce,2025-09,Actual,104459
Gross_Sales,INC,East,Personal Care,E-Commerce,2025-10,Actual,3622815
COGS,EXP,East,Personal Care,E-Commerce,2025-10,Actual,1521582
Marketing,EXP,East,Personal Care,E-Commerce,2025-10,Actual,217369
Distribution,EXP,East,Personal Care,E-Commerce,2025-10,Actual,163027
Salary,EXP,East,Personal Care,E-Commerce,2025-10,Actual,307939
Freight,EXP,East,Personal Care,E-Commerce,2025-10,Actual,90570
Other_Opex,EXP,East,Personal Care,E-Commerce,2025-10,Actual,126799
Gross_Sales,INC,East,Personal Care,E-Commerce,2025-11,Actual,4334085
COGS,EXP,East,Personal Care,E-Commerce,2025-11,Actual,1820316
Marketing,EXP,East,Personal Care,E-Commerce,2025-11,Actual,260045
Distribution,EXP,East,Personal Care,E-Commerce,2025-11,Actual,195034
Salary,EXP,East,Personal Care,E-Commerce,2025-11,Actual,368397
Freight,EXP,East,Personal Care,E-Commerce,2025-11,Actual,108352
Other_Opex,EXP,East,Personal Care,E-Commerce,2025-11,Actual,151693
Gross_Sales,INC,East,Personal Care,E-Commerce,2025-12,Actual,3124869
COGS,EXP,East,Personal Care,E-Commerce,2025-12,Actual,1312445
Marketing,EXP,East,Personal Care,E-Commerce,2025-12,Actual,187492
Distribution,EXP,East,Personal Care,E-Commerce,2025-12,Actual,140619
Salary,EXP,East,Personal Care,E-Commerce,2025-12,Actual,265614
Freight,EXP,East,Personal Care,E-Commerce,2025-12,Actual,78122
Other_Opex,EXP,East,Personal Care,E-Commerce,2025-12,Actual,109370
Gross_Sales,INC,East,Personal Care,E-Commerce,2026-01,Actual,2744247
COGS,EXP,East,Personal Care,E-Commerce,2026-01,Actual,1152584
Marketing,EXP,East,Personal Care,E-Commerce,2026-01,Actual,164655
Distribution,EXP,East,Personal Care,E-Commerce,2026-01,Actual,123491
Salary,EXP,East,Personal Care,E-Commerce,2026-01,Actual,233261
Freight,EXP,East,Personal Care,E-Commerce,2026-01,Actual,68606
Other_Opex,EXP,East,Personal Care,E-Commerce,2026-01,Actual,96049
Gross_Sales,INC,East,Personal Care,E-Commerce,2026-02,Actual,2954229
COGS,EXP,East,Personal Care,E-Commerce,2026-02,Actual,1240776
Marketing,EXP,East,Personal Care,E-Commerce,2026-02,Actual,177254
Distribution,EXP,East,Personal Care,E-Commerce,2026-02,Actual,132940
Salary,EXP,East,Personal Care,E-Commerce,2026-02,Actual,251109
Freight,EXP,East,Personal Care,E-Commerce,2026-02,Actual,73856
Other_Opex,EXP,East,Personal Care,E-Commerce,2026-02,Actual,103398
Gross_Sales,INC,East,Personal Care,E-Commerce,2026-03,Actual,3139818
COGS,EXP,East,Personal Care,E-Commerce,2026-03,Actual,1318724
Marketing,EXP,East,Personal Care,E-Commerce,2026-03,Actual,188389
Distribution,EXP,East,Personal Care,E-Commerce,2026-03,Actual,141292
Salary,EXP,East,Personal Care,E-Commerce,2026-03,Actual,266885
